Title,Base Title,Artist,Album,Duration,Genre,Year,Original Artist,Cover Song,Orig Artist,Covering Artist,Source Files,Original Data
Keep Away,Keep Away,Godsmack,,,,,,No,,,Book1.csv,Godsmack - Keep Away
Gold Guns Girls,Gold Guns Girls,The Wind and The Wave feat. Covers One,,,,,,Yes,,The Wind and The Wave feat. Covers One,Book1.csv,Gold Guns Girls
Radar Love,Radar Love,Golden Earring,,,,,,No,,,Book1.csv,"Golden Earring - ""Radar Love"""
Twilight Zone,Twilight Zone,Golden Earring,,,,,,No,,,Book1.csv,"Golden Earring - ""Twilight Zone"""
Twilight Zone (you already added,Twilight Zone (you already added,Golden Earring,,,,,,No,,,Book1.csv,Golden Earring - Twilight Zone (you already added - perfect)
Strict Machine,Strict Machine,Goldfrapp,,,,,,No,,,Book1.csv,"Goldfrapp - ""Strict Machine"""
Train,Train,Goldfrapp,,,,,,No,,,Book1.csv,"Goldfrapp - ""Train"""
Good Girls Don't,Good Girls Don't,Goldfrapp,,,,,,No,,,Book1.csv,Good Girls Don't
Some Kind of Wonderful,Some Kind of Wonderful,Grand Funk Railroad,,,,,,No,,,Book1.csv,Grand Funk Railroad - Some Kind of Wonderful
Down,Down,Gravity Kills,,,,,,No,,,Book1.csv,"Gravity Kills - ""Down"""
Enough,Enough,Gravity Kills,,,,,,No,,,Book1.csv,"Gravity Kills - ""Enough"""
Guns N' Roses,Guns N' Roses,Gravity Kills,,,,,,No,,,Book1.csv,Guns N' Roses
It's So Easy,It's So Easy,Guns N' Roses,,,,,,No,,,Book1.csv,Guns N' Roses - It's So Easy
Mr. Brownstone,Mr. Brownstone,Guns N' Roses,,,,,,No,,,Book1.csv,Guns N' Roses - Mr. Brownstone
Nightrain,Nightrain,Guns N' Roses,,,,,,No,,,Book1.csv,Guns N' Roses - Nightrain
Paradise City,Paradise City,Guns N' Roses,,,,,,No,,,Book1.csv,Guns N' Roses - Paradise City
Hang Fire,Hang Fire,Guns N' Roses,,,,,,No,,,Book1.csv,Hang Fire
Winning,Winning,Hannah Lou Clark,,,,,,No,,,Book1.csv,"Hannah Lou Clark - ""Winning"" (The Sound)"
Blue Monday,Blue Monday,Hannah Peel,,,,,,No,,,Book1.csv,"Hannah Peel - ""Blue Monday"" (New Order)"
Hazy Shade of Winter,Hazy Shade of Winter,harmonic movement beyond I,,,,,,No,,,Book1.csv,Hazy Shade of Winter
Head Like a Hole,Head Like a Hole,Nine Inch Nails,,,,,,No,,,Book1.csv,Head Like a Hole - Nine Inch Nails
Head Over Heels,Head Over Heels,The Go-Go's Talk Show,,,,,,No,,,Book1.csv,Head Over Heels
Front 242,Front 242,Headhunter,,,,,,No,,,Book1.csv,Headhunter - Front 242
Headlights on the Parade,Headlights on the Parade,Headhunter,,,,,,No,,,Book1.csv,Headlights on the Parade
Heads Will Roll,Heads Will Roll,Headhunter,,,,,,No,,,Book1.csv,Heads Will Roll
Die Slow,Die Slow,Health,,,,,,No,,,Book1.csv,"Health - ""Die Slow"""
Men Today,Men Today,Health,,,,,,No,,,Book1.csv,"Health - ""Men Today"""
Stonefist,Stonefist,Health,,,,,,No,,,Book1.csv,"Health - ""Stonefist"""
Victim,Victim,Health,,,,,,No,,,Book1.csv,"Health - ""Victim"""
Heart of Glass,Heart of Glass,Nouvelle Vague,,,,,,No,,,Book1.csv,Heart of Glass
Heartbreaker,Heartbreaker,IMY2,,,,,,No,,,Book1.csv,Heartbreaker
Heaven,Heaven,The Psychedelic Furs,,,,,,No,,,Book1.csv,Heaven
Heaven Knows,Heaven Knows,The Psychedelic Furs,,,,,,No,,,Book1.csv,Heaven Knows
Help I'm Alive,Help I'm Alive,Metric,,,,,,No,,,Book1.csv,Help I'm Alive
Here & Now,Here & Now,Metric,,,,,,No,,,Book1.csv,Here & Now
Here Comes Your Man,Here Comes Your Man,Pixies,,,,,,No,,,Book1.csv,Here Comes Your Man
Here's a tight,Here's a tight,Pixies,,,,,,No,,,Book1.csv,Here's a tight
Hey Now,Hey Now,Filter,,,,,,No,,,Book1.csv,Hey Now
High velocity,High velocity,Filter,,,,,,No,,,Book1.csv,High velocity
Celebrity Skin,Celebrity Skin,Hole,,,,,,No,,,Book1.csv,Hole - Celebrity Skin
Wild Horses,Wild Horses,Hope Sandoval,,,,,,No,,,Book1.csv,"Hope Sandoval - ""Wild Horses"" (Rolling Stones)"
Hot Blooded,Hot Blooded,New Constellations,,,,,,No,,,Book1.csv,Hot Blooded
Hot in the City,Hot in the City,New Constellations,,,,,,No,,,Book1.csv,Hot in the City
How Soon Is Now (cover),How Soon Is Now (cover),New Constellations,,,Cover,,,Yes,,New Constellations,Book1.csv,How Soon Is Now (cover)
Fur-Lined,Fur-Lined,How to Destroy Angels,,,,,,No,,,Book1.csv,"How to Destroy Angels - ""Fur-Lined"""
The Space in Between,The Space in Between,How to Destroy Angels,,,,,,No,,,Book1.csv,"How to Destroy Angels - ""The Space in Between"""
Hip to Be Square,Hip to Be Square,Huey Lewis & The News,,,,,,No,,,Book1.csv,Huey Lewis & The News - Hip to Be Square
Huey Lewis & The News,Huey Lewis & The News,The Power of Love,,,,,,No,,,Book1.csv,Huey Lewis & The News - The Power of Love
I Believe in You,I Believe in You,Duran Duran,,,,,,No,,,Book1.csv,I Believe in You
I can turn this into:,I can turn this into:,I can keep going,,,,,,No,,,Book1.csv,I can turn this into:
I Love Rock 'n' Roll,I Love Rock 'n' Roll,I can keep going,,,,,,No,,,Book1.csv,I Love Rock 'n' Roll
I Love You Goodbye,I Love You Goodbye,I can keep going,,,,,,No,,,Book1.csv,I Love You Goodbye
I Miss the Misery,I Miss the Misery,I can keep going,,,,,,No,,,Book1.csv,I Miss the Misery
I Wanna Be Somebody,I Wanna Be Somebody,I can keep going,,,,,,No,,,Book1.csv,I Wanna Be Somebody
Immigrant Song,Immigrant Song,John Craigie,,,,,,No,,,Book1.csv,Immigrant Song - John Craigie
In Between Days,In Between Days,Rogue Wave feat. Cover Me,,,,,,Yes,,Rogue Wave feat. Cover Me,Book1.csv,In Between Days
In The Dark,In The Dark,Billy Squier,,,,,,No,,,Book1.csv,In The Dark - Billy Squier
In Your Room,In Your Room,Billy Squier,,,,,,No,,,Book1.csv,In Your Room
,,,,,,,,,,,,
Slow Hands,Slow Hands,Interpol,,,,,,No,,,Book1.csv,Interpol - Slow Hands
Into the Fire,Into the Fire,Thirteen Senses,,,,,,No,,,Book1.csv,Into the Fire
Intro (The xx),Intro (The xx),Thirteen Senses,,,,,,No,,,Book1.csv,Intro (The xx)
New Sensation,New Sensation,INXS,,,,,,No,,,Book1.csv,INXS - New Sensation
New Sensation (your pick),New Sensation (your pick),INXS,,,,,,No,,,Book1.csv,INXS - New Sensation (your pick)
Original Sin,Original Sin,INXS,,,,,,No,,,Book1.csv,INXS - Original Sin
Suicide Blonde,Suicide Blonde,INXS,,,,,,No,,,Book1.csv,INXS - Suicide Blonde
INXS Energy (sleek,INXS Energy (sleek,INXS,,,,,,No,,,Book1.csv,INXS Energy (sleek
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Limit to Your Love,Limit to Your Love,James Blake,,,,,,No,,,Book1.csv,"James Blake - ""Limit to Your Love"""
Retrograde,Retrograde,James Blake,,,,,,No,,,Book1.csv,"James Blake - ""Retrograde"""
Jazz tinged,Jazz tinged,James Blake,,,,,,No,,,Book1.csv,Jazz tinged
Jessie's Girl,Jessie's Girl,Rick Springfield,,,,,,No,,,Book1.csv,Jessie's Girl
Locomotive Breath,Locomotive Breath,Jethro Tull,,,,,,No,,,Book1.csv,"Jethro Tull - ""Locomotive Breath"""
I Love Rock 'n' Roll,I Love Rock 'n' Roll,Joan Jett,,,,,,No,,,Book1.csv,Joan Jett - I Love Rock 'n' Roll
Steppin' Out,Steppin' Out,Joe Jackson,,,,,,No,,,Book1.csv,"Joe Jackson - ""Steppin' Out"""
Europe After the Rain,Europe After the Rain,John Foxx,,,,,,No,,,Book1.csv,"John Foxx - ""Europe After the Rain"""
Authority Song,Authority Song,John Mellencamp,,,,,,No,,,Book1.csv,John Mellencamp - Authority Song
Joker and the Thief,Joker and the Thief,John Mellencamp,,,,,,No,,,Book1.csv,Joker and the Thief
José González (live acoustic),José González (live acoustic),John Mellencamp,,,,,,No,,,Book1.csv,José González (live acoustic)
Joy Division,Joy Division,John Mellencamp,,,,,,No,,,Book1.csv,Joy Division
Atmosphere,Atmosphere,Joy Division,,,,,,No,,,Book1.csv,"Joy Division - ""Atmosphere"""
The Eternal,The Eternal,Joy Division,,,,,,No,,,Book1.csv,"Joy Division - ""The Eternal"""
Joy Division,Joy Division,The Eternal,,,,,,No,,,Book1.csv,Joy Division - The Eternal
Joy Division / New Order,Joy Division / New Order,The Eternal,,,,,,No,,,Book1.csv,Joy Division / New Order
Just Like Heaven,Just Like Heaven,Joy Zipper,,,,,,No,,,Book1.csv,"Joy Zipper - ""Just Like Heaven"" (The Cure)"
You've Got Another Thing Comin,You've Got Another Thing Comin,Judas Priest,,,,,,No,,,Book1.csv,Judas Priest - You've Got Another Thing Comin'
Juke Box Hero,Juke Box Hero,Judas Priest,,,,,,No,,,Book1.csv,Juke Box Hero
Julia Holter (live bootlegs),Julia Holter (live bootlegs),Judas Priest,,,,,,No,,,Book1.csv,Julia Holter (live bootlegs)
Swamp Thing,Swamp Thing,Julia Marcell,,,,,,No,,,Book1.csv,"Julia Marcell - ""Swamp Thing"" (live)"
Just a Girl,Just a Girl,No Doubt,,,,,,No,,,Book1.csv,Just a Girl
Just Can't Get Enough,Just Can't Get Enough,V-Tech,,,,,,No,,,Book1.csv,Just Can't Get Enough
Just Like Heaven,Just Like Heaven,The Watson Twins,,,,,,No,,,Book1.csv,Just Like Heaven
Ministry,Ministry,Just One Fix,,,,,,No,,,Book1.csv,Just One Fix - Ministry
Just What I Needed,Just What I Needed,Just One Fix,,,,,,No,,,Book1.csv,Just What I Needed
Carry On Wayward Son,Carry On Wayward Son,Kansas,,,,,,No,,,Book1.csv,Kansas - Carry On Wayward Son
Club Foot (dark,Club Foot (dark,Kasabian,,,,,,No,,,Book1.csv,Kasabian - Club Foot (dark
Underdog,Underdog,Kasabian,,,,,,No,,,Book1.csv,Kasabian - Underdog
Just Like Heaven,Just Like Heaven,Katie Melua,,,,,,No,,,Book1.csv,"Katie Melua - ""Just Like Heaven"""
Sense of Purpose,Sense of Purpose,Keeley,,,,,,No,,,Book1.csv,"Keeley - ""Sense of Purpose"" (The Sound)"
Keep Hope Alive,Keep Hope Alive,Godsmack,,,,,,No,,,Book1.csv,Keep Hope Alive
Keep Hope Alive,Keep Hope Alive,The Crystal Method,,,,,,No,,,Book1.csv,Keep Hope Alive - The Crystal Method
How Soon Is Now?,How Soon Is Now?,Kendra Morris,,,,,,No,,,Book1.csv,"Kendra Morris - ""How Soon Is Now?"""
Footloose,Footloose,Kenny Loggins,,,,,,No,,,Book1.csv,Kenny Loggins - Footloose
Kickstart My Heart,Kickstart My Heart,Rascal Flatts,,,,,,No,,,Book1.csv,Kickstart My Heart
Kids in America,Kids in America,Rascal Flatts,,,,,,No,,,Book1.csv,Kids in America
Eighties,Eighties,Killing Joke,,,,,,No,,,Book1.csv,"Killing Joke - ""Eighties"""
Love Like Blood,Love Like Blood,Killing Joke,,,,,,No,,,Book1.csv,"Killing Joke - ""Love Like Blood"""
Kim Wilde,Kim Wilde,Killing Joke,,,,,,No,,,Book1.csv,Kim Wilde
Kids in America,Kids in America,Kim Wilde,,,,,,No,,,Book1.csv,Kim Wilde - Kids in America
Kiss and Tell,Kiss and Tell,Kim Wilde,,,,,,No,,,Book1.csv,Kiss and Tell
Kiss This,Kiss This,Kim Wilde,,,,,,No,,,Book1.csv,Kiss This
A Drug Against War,A Drug Against War,KMFDM,,,,,,No,,,Book1.csv,"KMFDM - ""A Drug Against War"""
Juke Joint Jezebel,Juke Joint Jezebel,KMFDM,,,,,,No,,,Book1.csv,"KMFDM - ""Juke Joint Jezebel"""
Geburt einer Nation,Geburt einer Nation,Laibach,,,,,,No,,,Book1.csv,"Laibach - ""Geburt einer Nation"""
Tanz Mit Laibach,Tanz Mit Laibach,Laibach,,,,,,No,,,Book1.csv,"Laibach - ""Tanz Mit Laibach"""
Last Train to Trancentral,Last Train to Trancentral,The KLF,,,,,,No,,,Book1.csv,Last Train to Trancentral - The KLF
Twilight Zone,Twilight Zone,Laura Glyda,,,Cover,,,Yes,,Laura Glyda,Book1.csv,"Laura Glyda - ""Twilight Zone"" (acoustic cover)"
Lay It Down,Lay It Down,Laura Glyda,,,,,,No,,,Book1.csv,Lay It Down
Trampled Under Foot,Trampled Under Foot,Led Zeppelin,,,,,,No,,,Book1.csv,"Led Zeppelin - ""Trampled Under Foot"""
Here & Now,Here & Now,Letters to Cleo,,,,,,No,,,Book1.csv,Letters to Cleo - Here & Now
Life in a Northern Town,Life in a Northern Town,Eddy McManus feat. Avalon,,,,,,No,,,Book1.csv,Life in a Northern Town
Lil' Devil,Lil' Devil,Eddy McManus feat. Avalon,,,,,,No,,,Book1.csv,Lil' Devil
Faint,Faint,Linkin Park,,,,,,No,,,Book1.csv,Linkin Park - Faint
One Step Closer,One Step Closer,Linkin Park,,,,,,No,,,Book1.csv,Linkin Park - One Step Closer
Lips Like Sugar,Lips Like Sugar,Echo And The Bunnymen,,,,,,No,,,Book1.csv,Lips Like Sugar
Live Wire,Live Wire,Echo And The Bunnymen,,,,,,No,,,Book1.csv,Live Wire
Living in America,Living in America,Echo And The Bunnymen,,,,,,No,,,Book1.csv,Living in America
Locomotive Breath,Locomotive Breath,Styx feat. Big Bang Theory,,,,,,No,,,Book1.csv,Locomotive Breath
Hey Now,Hey Now,London Grammar,,,,,,No,,,Book1.csv,"London Grammar - ""Hey Now"""
Nightcall,Nightcall,London Grammar,,,,,,No,,,Book1.csv,"London Grammar - ""Nightcall"" (Kavinsky)"
Strong,Strong,London Grammar,,,,,,No,,,Book1.csv,"London Grammar - ""Strong"""
Wicked Game,Wicked Game,London Grammar,,,,,,No,,,Book1.csv,"London Grammar - ""Wicked Game"""
With or Without You,With or Without You,London Grammar,,,,,,No,,,Book1.csv,"London Grammar - ""With or Without You"" (live)"
London Grammar (rare live snippet),London Grammar (rare live snippet),London Grammar,,,,,,No,,,Book1.csv,London Grammar (rare live snippet)
Long Hot Summer,Long Hot Summer,London Grammar,,,,,,No,,,Book1.csv,Long Hot Summer
Looks That Kill,Looks That Kill,London Grammar,,,,,,No,,,Book1.csv,Looks That Kill
Love Will Tear Us Apart,Love Will Tear Us Apart,Lotte Kestner,,,,,,No,,,Book1.csv,"Lotte Kestner - ""Love Will Tear Us Apart"""
Love in an Elevator,Love in an Elevator,Lotte Kestner,,,,,,No,,,Book1.csv,Love in an Elevator
Love Is Blindness,Love Is Blindness,Lotte Kestner,,,,,,No,,,Book1.csv,Love Is Blindness
Love Is Stronger Than Pride,Love Is Stronger Than Pride,Lotte Kestner,,,,,,No,,,Book1.csv,Love Is Stronger Than Pride
Love Like Blood,Love Like Blood,Lotte Kestner,,,,,,No,,,Book1.csv,Love Like Blood
Love My Way,Love My Way,The Psychedelic Furs,,,,,,No,,,Book1.csv,Love My Way
Love Shack,Love Shack,The B-52's,,,,,,No,,,Book1.csv,Love Shack
Love Will Tear Us Apart,Love Will Tear Us Apart,The B-52's,,,,,,No,,,Book1.csv,Love Will Tear Us Apart
Lucretia My Reflection,Lucretia My Reflection,The B-52's,,,,,,No,,,Book1.csv,Lucretia My Reflection
Twilight Zone,Twilight Zone,Lullaby Versions,,,,,,No,,,Book1.csv,"Lullaby Versions - ""Twilight Zone"""
The Killing Moon,The Killing Moon,Luna (with Britta Phillips),,,,,,No,,,Book1.csv,"Luna (with Britta Phillips) - ""The Killing Moon"" Dreamy"
Naked Eye,Naked Eye,Luscious Jackson,,,,,,No,,,Book1.csv,Luscious Jackson - Naked Eye
lush,lush,Four Tet,,,,,,No,,,Book1.csv,lush
Sweetness and Light,Sweetness and Light,Lush,,,,,,No,,,Book1.csv,"Lush - ""Sweetness and Light"""
For Love,For Love,Lush,,,,,,No,,,Book1.csv,Lush - For Love
With or Without You,With or Without You,Lykke Li,,,,,,No,,,Book1.csv,"Lykke Li - ""With or Without You"""
,,,,,,,,,,,,
The Beautiful People,The Beautiful People,Marilyn Manson,,,,,,No,,,Book1.csv,"Marilyn Manson - ""The Beautiful People"""
Tourniquet,Tourniquet,Marilyn Manson,,,,,,No,,,Book1.csv,"Marilyn Manson - ""Tourniquet"""
A New Jerusalem,A New Jerusalem,Mark Hollis,,,,,,No,,,Book1.csv,Mark Hollis - A New Jerusalem
Mark Hollis,Mark Hollis,The Colour of Spring,,,,,,No,,,Book1.csv,Mark Hollis - The Colour of Spring
Mark Hollis (solo),Mark Hollis (solo),The Colour of Spring,,,,,,No,,,Book1.csv,Mark Hollis (solo)
Angel,Angel,Massive Attack,,,,,,No,,,Book1.csv,"Massive Attack - ""Angel"""
Inertia Creeps,Inertia Creeps,Massive Attack,,,,,,No,,,Book1.csv,"Massive Attack - ""Inertia Creeps"""
Paradise Circus,Paradise Circus,Massive Attack,,,,,,No,,,Book1.csv,"Massive Attack - ""Paradise Circus"""
Massively covered,Massively covered,Massive Attack,,,Cover,,,Yes,,Massive Attack,Book1.csv,Massively covered
,,,,,,,,,,,,
Mercy Street,Mercy Street,Virgin Magnetic Material,,,,,,No,,,Book1.csv,Mercy Street
Gold Guns Girls,Gold Guns Girls,Metric,,,,,,No,,,Book1.csv,"Metric - ""Gold Guns Girls"""
Black Sheep,Black Sheep,Metric,,,,,,No,,,Book1.csv,Metric - Black Sheep
Stadium Love,Stadium Love,Metric,,,,,,No,,,Book1.csv,Metric - Stadium Love
Beds Are Burning,Beds Are Burning,Midnight Oil,,,,,,No,,,Book1.csv,Midnight Oil - Beds Are Burning
The Dead Heart,The Dead Heart,Midnight Oil,,,,,,No,,,Book1.csv,Midnight Oil - The Dead Heart
Just One Fix,Just One Fix,Ministry,,,,,,No,,,Book1.csv,"Ministry - ""Just One Fix"""
N.W.O.,N.W.O.,Ministry,,,,,,No,,,Book1.csv,"Ministry - ""N.W.O."""
Destination Unknown,Destination Unknown,Missing Persons,,,,,,No,,,Book1.csv,Missing Persons - Destination Unknown
Walking in L.A.,Walking in L.A.,Missing Persons,,,,,,No,,,Book1.csv,Missing Persons - Walking in L.A.
Mixed Emotions,Mixed Emotions,Missing Persons,,,,,,No,,,Book1.csv,Mixed Emotions
Avalon,Avalon,not the cheesy ones,,,Cover,,,Yes,,not the cheesy ones,Book1.csv,"Modern covers of ""Avalon"" that actually work - not the cheesy ones"
More Human Than Human,More Human Than Human,White Zombie,,,,,,No,,,Book1.csv,More Human Than Human - White Zombie
Mostly Bandcamp/YouTube,Mostly Bandcamp/YouTube,White Zombie,,,,,,No,,,Book1.csv,Mostly Bandcamp/YouTube
Mötley Crüe,Mötley Crüe,White Zombie,,,,,,No,,,Book1.csv,Mötley Crüe
Dr. Feelgood,Dr. Feelgood,Mötley Crüe,,,,,,No,,,Book1.csv,Mötley Crüe - Dr. Feelgood
Kickstart My Heart,Kickstart My Heart,Mötley Crüe,,,,,,No,,,Book1.csv,Mötley Crüe - Kickstart My Heart
Kickstart My Heart Skid Row,Kickstart My Heart Skid Row,Mötley Crüe,,,,,,No,,,Book1.csv,Mötley Crüe - Kickstart My Heart Skid Row - Youth Gone Wild Ratt - Round and Round Ratt - Lay It Down Guns N' Roses - Nightrain Guns N' Roses - It's So Easy Def Leppard - Photograph Def Leppard - Rock of Ages Stone Temple Pilots - Sex Type Thing stone temple pilots - tripping on a paper something or something like that
Live Wire,Live Wire,Mötley Crüe,,,,,,No,,,Book1.csv,Mötley Crüe - Live Wire
Looks That Kill,Looks That Kill,Mötley Crüe,,,,,,No,,,Book1.csv,Mötley Crüe - Looks That Kill
Mötley Crüe Adjacent,Mötley Crüe Adjacent,Mötley Crüe,,,,,,No,,,Book1.csv,Mötley Crüe Adjacent
Mr. Brownstone,Mr. Brownstone,Mötley Crüe,,,,,,No,,,Book1.csv,Mr. Brownstone
Mr. Brownstone (you added),Mr. Brownstone (you added),Mötley Crüe,,,,,,No,,,Book1.csv,Mr. Brownstone (you added)
My Ever Changing Moods,My Ever Changing Moods,Mötley Crüe,,,,,,No,,,Book1.csv,My Ever Changing Moods
My Michelle,My Michelle,Mötley Crüe,,,,,,No,,,Book1.csv,My Michelle
My Sharona,My Sharona,Mötley Crüe,,,,,,No,,,Book1.csv,My Sharona
Name of the Game,Name of the Game,The Crystal Method,,,,,,No,,,Book1.csv,Name of the Game - The Crystal Method
Name of the Game (Reprise),Name of the Game (Reprise),The Crystal Method,,,,,,No,,,Book1.csv,Name of the Game (Reprise) - The Crystal Method
Leave Me Alone,Leave Me Alone,Natalie Imbruglia,,,,,,No,,,Book1.csv,"Natalie Imbruglia - ""Leave Me Alone"" (The Smiths)"
Need You Tonight,Need You Tonight,INXS,,,,,,No,,,Book1.csv,Need You Tonight
Neon Edge,Neon Edge,INXS,,,,,,No,,,Book1.csv,Neon Edge
Me & You,Me & You,Nero,,,,,,No,,,Book1.csv,Nero - Me & You
Promises,Promises,Nero,,,,,,No,,,Book1.csv,Nero - Promises
Age of Consent,Age of Consent,New Order,,,,,,No,,,Book1.csv,New Order - Age of Consent
Down In It,Down In It,NIN,,,,,,No,,,Book1.csv,NIN - Down In It
Head Like a Hole,Head Like a Hole,NIN,,,,,,No,,,Book1.csv,NIN - Head Like a Hole
Burn,Burn,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""Burn"""
Last,Last,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""Last"""
Only,Only,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""Only"""
Reptile,Reptile,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""Reptile"""
Ruiner,Ruiner,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""Ruiner"""
Somewhat Damaged,Somewhat Damaged,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""Somewhat Damaged"""
The Hand That Feeds,The Hand That Feeds,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""The Hand That Feeds"""
The Perfect Drug,The Perfect Drug,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""The Perfect Drug"""
The Wretched,The Wretched,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""The Wretched"""
Wish,Wish,Nine Inch Nails,,,,,,No,,,Book1.csv,"Nine Inch Nails - ""Wish"""
Smells Like Teen Spirit,Smells Like Teen Spirit,Nirvana,,,,,,No,,,Book1.csv,Nirvana - Smells Like Teen Spirit
Control I'm Here,Control I'm Here,Nitzer Ebb,,,,,,No,,,Book1.csv,Nitzer Ebb - Control I'm Here
Join in the Chant,Join in the Chant,Nitzer Ebb,,,,,,No,,,Book1.csv,Nitzer Ebb - Join in the Chant
,,,,,,,,,,,,
No Ordinary Love,No Ordinary Love,No Doubt,,,,,,No,,,Book1.csv,No Ordinary Love
,,,,,,,,,,,,
"Not ""modern"" per se","Not ""modern"" per se",No Doubt,,,,,,No,,,Book1.csv,"Not ""modern"" per se"
Not a cover,Not a cover,No Doubt,,,Cover,,,Yes,,No Doubt,Book1.csv,Not a cover
Not female fronted,Not female fronted,Not a literal cover,,,,,,Yes,,Not a literal cover,Book1.csv,Not female fronted
Not literal covers,Not literal covers,Not a literal cover,,,Cover,,,Yes,,Not a literal cover,Book1.csv,Not literal covers
Not officially released,Not officially released,Not a literal cover,,,,,,Yes,,Not a literal cover,Book1.csv,Not officially released
Not post punk,Not post punk,Not a literal cover,,,,,,Yes,,Not a literal cover,Book1.csv,Not post punk
Not vocal,Not vocal,Not a literal cover,,,,,,Yes,,Not a literal cover,Book1.csv,Not vocal
Nothin' But a Good Time,Nothin' But a Good Time,Not a literal cover,,,,,,Yes,,Not a literal cover,Book1.csv,Nothin' But a Good Time
Love Will Tear Us Apart,Love Will Tear Us Apart,Nouela,,,,,,No,,,Book1.csv,"Nouela - ""Love Will Tear Us Apart"" Slow"
Bela Lugosi's Dead,Bela Lugosi's Dead,Nouvelle Vague,,,,,,No,,,Book1.csv,"Nouvelle Vague - ""Bela Lugosi's Dead"" Bossa noir"
The Killing Moon,The Killing Moon,Nouvelle Vague,,,,,,No,,,Book1.csv,"Nouvelle Vague - ""The Killing Moon"""
Animotion,Animotion,Obsession,,,,,,No,,,Book1.csv,Obsession - Animotion
Once I have that,Once I have that,Obsession,,,,,,No,,,Book1.csv,Once I have that
Once in a Lifetime,Once in a Lifetime,The Cutters$$$_jqjjtjQY5Mg feat. Stranger Things - The Complete Fantasy Playlist,,,,,,No,,,Book1.csv,Once in a Lifetime
Once you drop those,Once you drop those,The Cutters$$$_jqjjtjQY5Mg feat. Stranger Things - The Complete Fantasy Playlist,,,,,,No,,,Book1.csv,Once you drop those
One,One,U2,,,,,,No,,,Book1.csv,One
One (melody leaning,One (melody leaning,U2,,,,,,No,,,Book1.csv,One (melody leaning
,,,,,,,,,,,,
One Thing Leads to Another,One Thing Leads to Another,The Fixx,,,,,,No,,,Book1.csv,One Thing Leads to Another
One Way or Another,One Way or Another,The Fixx,,,,,,No,,,Book1.csv,One Way or Another
Only Happy When It Rains,Only Happy When It Rains,Virgin Magnetic Material,,,,,,No,,,Book1.csv,Only Happy When It Rains
Open,Open,Rhye,,,,,,No,,,Book1.csv,Open
Orange Crush,Orange Crush,R.E.M.,,,,,,No,,,Book1.csv,Orange Crush
Stitches,Stitches,Orgy,,,,,,No,,,Book1.csv,"Orgy - ""Stitches"""
Original Sin,Original Sin,Orgy,,,,,,No,,,Book1.csv,Original Sin
Blue Monday,Blue Monday,Orkestra Obsolete (BBC),,,,,,No,,,Book1.csv,"Orkestra Obsolete (BBC) - ""Blue Monday"" 1930s instruments"
Our Lips Are Sealed,Our Lips Are Sealed,Orkestra Obsolete (BBC),,,,,,No,,,Book1.csv,Our Lips Are Sealed
Out of the Black,Out of the Black,Orkestra Obsolete (BBC),,,,,,No,,,Book1.csv,Out of the Black
Owner of a Lonely Heart,Owner of a Lonely Heart,Yes,,,,,,No,,,Book1.csv,Owner of a Lonely Heart - Yes
Last Resort,Last Resort,Papa Roach,,,,,,No,,,Book1.csv,Papa Roach - Last Resort
Paradise City,Paradise City,Papa Roach,,,,,,No,,,Book1.csv,Paradise City
Paradise City (you added),Paradise City (you added),Papa Roach,,,,,,No,,,Book1.csv,Paradise City (you added)
Ignorance,Ignorance,Paramore,,,,,,No,,,Book1.csv,Paramore - Ignorance
Misery Business,Misery Business,Paramore,,,,,,No,,,Book1.csv,Paramore - Misery Business
Heartbreaker,Heartbreaker,Pat Benatar,,,,,,No,,,Book1.csv,Pat Benatar - Heartbreaker
Ready Steady Go (Extended Mix),Ready Steady Go (Extended Mix),Paul Oakenfold,,,,,,No,,,Book1.csv,Paul Oakenfold - Ready Steady Go (Extended Mix)
For an Angel,For an Angel,Paul Van Dyk,,,,,,No,,,Book1.csv,Paul Van Dyk - For an Angel
Peace of Mind,Peace of Mind,Paul Van Dyk,,,,,,No,,,Book1.csv,Peace of Mind
Propane Nightmares,Propane Nightmares,Pendulum,,,,,,No,,,Book1.csv,Pendulum - Propane Nightmares
Witchcraft,Witchcraft,Pendulum,,,,,,No,,,Book1.csv,Pendulum - Witchcraft
Venger,Venger,Perturbator,,,,,,No,,,Book1.csv,"Perturbator - ""Venger"""
Rhythm of the Heat,Rhythm of the Heat,Peter Gabriel,,,,,,No,,,Book1.csv,"Peter Gabriel - ""Rhythm of the Heat"""
Signal to Noise,Signal to Noise,Peter Gabriel,,,,,,No,,,Book1.csv,"Peter Gabriel - ""Signal to Noise"""
