Song ID,Canonical Title,Canonical Artist,MusicBrainz Work ID,Primary Recording ID,Preferred Primary Release,First Published Year,Genre Family,Default Mood Tags,Default Event Tags,Default Situation Tags,Notes
SF891AB75FDF8,No One Is to Blame,Howard Jones,,RE069B694E589,Dream Into Action,1984.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3AD5429D5098,No One Is to Blame (Single Mix),Howard Jones,,R3B5838350306,Dream Into Action (2018 Expanded & Remastered Edition),2018.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0F4ED022E7D7,Things Can Only Get Better,Howard Jones,,RF395E7D77C84,Things Can Only Get Better / Why Look For The Key (45 Version),2010.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2D295D372E42,What Is Love?,Howard Jones,,R427ED2EC4EE8,Howard Jones - The Very Best Of Howard Jones,1982.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S64B63937A007,What is Love? (2008 Remastered Version),Howard Jones,,R79ED616B8DB6,Human's Lib (2008 Remastered Edition),2008.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3252DB346EC4,Do I Wanna Know?,Hozier,,R93AA05E7C82D,Hozier,2014.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8D48D3D64576,Do I Wanna Know? (BBC Live Lounge),Hozier,,R7C0C6E448422,Hozier (Special Edition),2014.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA7AC9E35191E,Do I Wanna Know? (Live At the BBC),Hozier,,REB8275EA0EF6,Hozier (Special Edition),2014.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9F47D81CCDCD,Do I Wanna Know? (Live At the BBC),Hozier & Hozier (Special Edition),,R25DB824AB0FD,4:18,2014.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S74B9E863C872,Do I Wanna Know? (Live At the BBC),Hozier feat. Hozier (Special Edition),,R47C8A1EA810F,Hozier (Special Edition),2014.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3752D2D43E09,Hip to Be Square,Huey Lewis & The News,,RBACF1DEDF5D1,Greatest Hits (Remastered),1986.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6D62C53E2D73,Moontide Theory (Hugo Kant remix),Hugo Kant,,R14B2DFC45C20,Another Point of Mix II,2020,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SDEE4D0665B68,How It's Done,"HUNTR/X, EJAE, AUDREY NUNA & REI AMI KPop Demon Hunters (Soundtrack from the Netflix Film)",,RFF1338BF72C4,KPop Demon Hunters (Soundtrack from the Netflix Film / Deluxe Version),2025.0,Soundtrack,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8304BF7B8FB5,How It's Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",,R2E5F3B428725,KPop Demon Hunters (Soundtrack from the Netflix Film),2025.0,Soundtrack,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB4C7E2114288,Diamonds in the Sky,Husky Rescue,,RB017A17A372D,Ghost Is Not Real (Sampler),2006.0,Trip-Hop,Chill; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S70887EBB92DF,Last Man Standing,Hybrid,,R796AD19C0B1F,Falling Down,2006.0,Trip-Hop,Chill; Low,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE87E65D09751,Billie Jean,Hypnomusic,,R87956B5CCC5B,Chill N' Michael,2008.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SF3348D86B7E1,Hip Hip Chin Chin (Yaziko Club Mix),Hôtel Costes & Club Des Belugas Hôtel Costes A Decade,,R04A82BE8D0D1,Hôtel Costes A Decade,2009.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCDAC845E1671,Boarding (Doubleseat mix),Hôtel Costes & Orbient Hôtel Costes 4,,R53273721F419,Hôtel Costes 4,2001.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE74A4BA1E958,Sympathique,Hôtel Costes & Pink Martini Hôtel Costes Best of,,R2D686237F18F,Hôtel Costes Best of,2004.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S5C360DA6DB5B,Solar,Hôtel Costes & Thunderball Hôtel Costes 4,,RFF16AEDECF7C,Hôtel Costes 4,2001.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S5CAB4C2ABBBE,Hip Hip Chin Chin (Yaziko Club Mix),"Hôtel Costes, Club Des Belugas",,R05C6BD987F32,Hôtel Costes A Decade,2009.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S87CBCF395EA9,Boarding (Doubleseat mix),"Hôtel Costes, Orbient",,R0663A010D63F,Hôtel Costes 4,2001.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE31AA1142791,Sympathique,"Hôtel Costes, Pink Martini",,RCF02BAB5E924,Hôtel Costes Best of,2004.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S82B7B8C2CCF7,Solar,"Hôtel Costes, Thunderball",,RCA1F6D320FBF,Hôtel Costes 4,2001.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9FD83D8D6F2A,Daydream In Blue,I Monster,,R64D04EA2676E,Neveroddoreven (Playlist: lounge),2020.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S595A43478EAA,Daydream in Blue (BBC Radio 2 Session),I Monster,,R7767B05F7CFC,Daydream in Blue (BBC Radio 2 Session),2009.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE7145B2F49C5,Adore,I:Cube,,RACE53D422090,Adore,1999.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8B61E0D5E673,Deep Republik,I:Cube,,R56CE2FA54D75,Adore,1999.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9981624EB332,Tropiq,I:Cube,,RA84536F62851,Adore,2001.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SAB9A9C07CC80,F.E.A.R. (UNKLE Remix),IAN BROWN,,RA479167FEA89,"Fiction Remixes, Volume 1",2012.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0B6096892F2E,Working Class Hero (2 Meter Session),Ian McNabb,,RED3FFD101282,Jan Douwe Kroeske presents: The Best of 10 Years 2 Meter Sessions,2020.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8ACDAF64ECE0,Clocks,Ian Storm & Ron van den Beuken Clocks,,RD8274AF8FDA1,Born in the 80s,2024.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9CB4791C57CA,Kayleigh,"Ian Storm, Ron van den Beuken & Menno Kayleigh",,REE302C2296AB,Born in the 80s,2024.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SDEFDC2A758E4,Run Away,"Ian Storm, Ron van den Beuken & Menno Run Away",,RE3151F5FE51D,Born in the 80s,2024.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCEAA94219251,Run Away,"Ian Storm, Ron van den Beuken, Menno",,R4CEC733DDE58,Run Away,2024.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S04EFDEDB12B6,Missing,"Ian Storm, SilkandStones & Menno Missing",,R1118A70B5F5C,Born in the 80s,2024.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3FFDC34AE4D8,Fancy,Iggy Azalea,,RC79E8556CD43,The New Classic,2014.0,Hip-Hop/Rap,Party; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SFE2B763D8C8F,Fancy,"Iggy Azalea, Charli XCX",,R988C872E469D,Reclassified,2014.0,Hip-Hop/Rap,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S585EC8169F64,Real Wild Child (Wild One),Iggy Pop,,R09C40ADD5C46,Blah-Blah-Blah,2013.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S550E4FF051F4,The Passenger,Iggy Pop,,R9C81269A628A,Lust For Life,1977.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1C84F777137E,Cleaning Agents,Iguassu,,R2D0DDB0DA472,Om Lounge 4 A Stereophonic Parlor Of Global Rhythms And High Performance Atmospherics,2000.0,Pandora Chill,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8B152AA69A73,Come Together,Ike & Tina Turner,,RC12D63B6CA03,Nutbush City Limits,1991.0,Soundtrack,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2486583E7BA3,Do You Believe,Iluminators Future Generation,,R600BF5EA62A7,Purpose (Deluxe),2015.0,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD40B61E8367B,Hey Jude,Imaginary Future,,R439E9360E199,Hey Jude,2017.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S228A00BEE00A,This Must Be the Place (Naive Melody),Imaginary Future,,RF960C4C3D8C9,This Must Be the Place (Naïve Melody) - Single,2020.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1E2B186EB9EA,This Must Be the Place (Naïve Melody),Imaginary Future,,R1A2C7338A0B1,This Must Be the Place (Naïve Melody) (Cover Nominees),2025.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD15320EEC841,What a Wonderful World,Imaginary Future,,R0DD010476AD2,Kina Grannis,2020.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4323E5C322AF,Hey Jude,Imaginary Future & Hey Jude,,R1D080B05F61C,3:38,2017.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S066B5FEE0170,What a Wonderful World,Imaginary Future & Kina Grannis,,R41FA3E7DDE6F,What a Wonderful World (Cover Nominees),2025.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD4A3BB49DADD,Hey Jude,Imaginary Future feat. Hey Jude,,RD9D7C01F296D,Hey Jude (feat. Kina Grannis) - Single,2017.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2738A8B6B7AE,Hey Jude,Imaginary Future feat. Kina Grannis,,R8627C4B841DB,Hey Jude (feat. Kina Grannis) - Single,2017.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S34E3C2268E9A,What a Wonderful World,Imaginary Future feat. Kina Grannis,,R58D46A91F0B0,What a Wonderful World,2023.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0BAF2ABBB236,Believer,Imagine Dragons,,RF12DDD6FBDF2,Evolve,2017.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4E4AFDA65D0C,Demons,Imagine Dragons,,R3344EC80FF3A,Night Visions,2012.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S4E276535B0E1,Radioactive,Imagine Dragons,,RDABE60203311,"Night Visions (Playlist: July 25, 2019 Random Upbeat)",2019.0,"July 25, 2019 Random Upbeat",,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9DB3E043049D,Thunder,Imagine Dragons,,RBB8D0AFD9F5D,Evolve,2023.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S475D120E1CB1,Radioactive,"Imagine Dragons, Kendrick Lamar",,R6A6D0B3B75E4,Radioactive,2014.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S847E68F03DA6,Billie Jean,IMY2,,RD5B4D51762C9,Volume I,1982.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA30D76EDD314,Call Me,IMY2,,R5A845F4F2554,Volume III,2021.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7FA03321535A,Drive,IMY2,,RDA4F08295449,Volume I (Cover Nominees),2025.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S19922B014463,Fade Into You,IMY2,,R2990863319F2,All For You,2024.0,Soft Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1A8311449E2B,For What It's Worth,IMY2,,R7587BE7852F4,Volume II,1966.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S54D93BF92558,Girls Just Wanna Have Fun,IMY2,,R3AC605C02DAA,Volume II,1983.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SAAB4BD01D8A4,Heartbreaker,IMY2,,R0247EEAF2ABD,Volume III,2024.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S04B20F898F40,High And Dry,IMY2,,R88E70CC0268A,High And Dry,2024.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7281380DC00D,If It Makes You Happy,IMY2,,RC1BCF3294F06,Volume III,1996.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6F70BE4308CD,Livin' On A Prayer,IMY2,,R513B941B6A84,Volume II,2025.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S54197CD6FC17,Rolling In The Deep,IMY2,,RC71D24E43C19,Volume II,,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S30755EB1877A,Sweet Dreams,IMY2,,R48773B72F846,Volume I,1983.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S8C3F70922C14,Wicked Game,IMY2,,RB011B01DDACA,Wicked Game,2024.0,Soft Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SDD8ED96C6BC4,With Or Without You,IMY2,,RE34F36ABEAC6,All For You,2024.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD7963DC37ECD,Yellow,IMY2,,R845BCCD19016,Volume I,2021.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA1D0623C42FA,It's No Good (Cover),In Flames,,R8AE252540192,"Down, Wicked & No Good",2018.0,Metal,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SAEEF5046ECDF,Clean Cathedral,In Slaughter Natives,,R0429CDB49080,Insanity & Treatment,2011.0,Trip-Hop,Chill; Low,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S23CE02580F5F,Lowdown,Incognito Transatlantic R.P.M.,,R2AB65FD546F6,Transatlantic R.P.M.,2010.0,Jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3BC467F93C4E,Lowdown,"Incognito, Mario Biondi, Chaka Khan",,RF2DB702010F7,Transatlantic R.P.M.,2010.0,Jazz,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC90D1F3EB899,Drive,Incubus,,RC5F84D7CB32D,"Make Yourself (Playlist: October 27, 2019)",2019.0,"October 27, 2019",,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9DB8385C6174,Drive (acoustic),Incubus,,RDE0C7BA3004F,Morning View (bonus disc),2000.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S77DC82DBCAE1,Careless Whisper,Indiana,,R816CB05E3E13,State of Play - EP,2015.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6AAF0FE3CC58,Careless Whisper,Indiana & State of Play - EP,,R358AA43075E2,3:31,2015.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD3A7CDDD6BD1,Careless Whisper,Indiana feat. State of Play - EP,,R89A53223AC3B,State of Play - EP,2015.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9C5442C69AB9,Closer to Fine,Indigo Girls,,RBC237F354A8D,Indigo Girls,1989.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S89EAE5597A0B,Galileo,Indigo Girls,,RAF531897B736,"107.1 KGSR Broadcasts, Volume 8",2000.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB078F749AC7F,Into Dust,Indigo Raven,,R6C6E5814926D,Our Sacred Soil,1993.0,Goth Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE4E66C660983,Into Dust (Mazzy Star Cover),Indigo Raven,,RE988E67AC093,Into Dust (Mazzy Star Cover),1993.0,Goth Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0C12BA115891,Into Dust (Mazzy Star Cover),Indigo Raven & Into Dust (Mazzy Star Cover),,REE6B61524116,6:21,1993.0,Goth Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB4944163D21E,Into Dust (Mazzy Star Cover),Indigo Raven feat. Into Dust (Mazzy Star Cover),,RA40B571C0BEB,Into Dust (Mazzy Star Cover),1993.0,Goth Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S953B3D452392,The Rain Song,"Indigo Strings, Jan Kazda",,R1A20E00C3E84,Kazda & Indigo Strings Play the Music of Led Zeppelin (Arr. for Bass Guitar and String Quartet),2011.0,Instrumental,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9C5A96BCB051,Dernière danse,Indila,,R78F11FE6540B,Mini World,2013.0,French Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S5356F3712132,Tourner Dans Le Vide,Indila,,R9EDDBEF6269B,Mini World,2014.0,French Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S41DD10B7A065,Yes My Dear,Inf,,RB2B4980F0FE5,The Go Round,2009.0,Trip-Hop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6362DB661EAD,What's on Your Mind (Pure Energy),Information Society Hits,,R73C73860B4CD,Information Society,1988.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S635858AEEBFD,Walking Away,Information Society Information Society,,R9F7056D1EE3F,Information Society,1988.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC5A9D94C7516,What's on Your Mind (Pure Energy),Information Society Information Society,,RC89F82A0CD9B,What's on Your Mind (Pure Energy),1988.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC158976B6561,Meant To Be,Infusion,,R55E558E0D182,Perfecto Chills Vol 1,2000.0,Pandora Chill,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S863D238FAA9D,You and I,Ingrid Michaelson,,R908FF5910436,Romantic Picnic Date,2008.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S382FEDC092AC,Bug In A Bassbin,Innerzone Orchestra,,RC3B536F2ED24,20 Fucking Years Of Planet E: We Ain't Dead Yet,1997.0,Techno,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD8841E945472,Life In Mono,Inside Cuts,,RE0F65DDE2F87,FIT FOCUS AND FLOW: Gentle House for Motivation and Lifestyle,2024.0,House,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6AAC5E413DBD,Slow Hands,Interpol,,R0C5AF9748B7F,Antics,2004.0,Alternative,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S823D3205983C,Into Dust,Into Dust - Mazzy Star (Cover) | my autumn,,R02B670EE515A,Rebecca Need-Menear,1993.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBD79409F947C,Into Dust,Into Dust - Mazzy Star (JordinLaine Acoustic Cover),,R59871CFB883F,JordinLaine,1993.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S160D0031C568,Beautiful Girl,INXS,,R447950B944CA,The Greatest Hits,2004.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S61BBEB353ED7,Devil Inside,INXS,,R346C848EF4AF,Kick,1984.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2D4D641FB289,Disappear,INXS,,R8E1C9EE6219D,Shine Like It Does: The Anthology 1979-1997,1979.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SA417455ABC27,Don't Change,INXS,,RA03DFDA27146,Shabooh Shoobah (40th Anniversary Deluxe Edition),1982.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE8C31196BF59,Elegantly Wasted,INXS,,RB9D12E7B1CC0,107.5: Songs We Know You Love,1997.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0951B9F21E93,Elegantly Wasted (radio edit),INXS,,R98BCAB16B540,Shine Like It Does: The Anthology 1979-1997,1979.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S2CE04033324E,I'm Just a Man (2 Meter Session),INXS,,R8D940A58A466,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 7",2019.0,Pop/Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6C91F49A2321,Need You Tonight,INXS,,R43934B9BED3C,Kick,1991.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9F74BDCD63CF,Need You Tonight (Single Edit),INXS,,REFE024669CB6,The Best of INXS,1987.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC2A7582F014E,Neon Edge,INXS,,R9AC94CAFFD6D,,,,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SB4729ADDF8D8,Never Tear Us Apart,INXS,,R107A99E9F63A,Kick,1987.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SC5AED7587EF8,New Sensation,INXS,,RDA3CD08E9000,Kick,1987.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SEF29C7F9BE8D,Original Sin,INXS,,RF0245B3355AC,Original Sin,2021.0,Rock,Party; High,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD67B7FC0D5D2,Suicide Blonde,INXS,,RA0911F4D7420,X,1991.0,rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SD14BD09C799A,Summer of '69,INXS,,R7278AF61403B,Summer Hits of the '90s,1990.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S467A8993AB6D,The One Thing,INXS,,R079F1A8A5E58,Shabooh Shoobah,1982.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S637DB04A99D6,What You Need,INXS,,R9FA587F6FF7E,Listen Like Thieves,1985.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S7224F620AE63,Our Mutual Friend,Iorie & Coss Leveldva Chillrave 001,,R8914D978650A,Leveldva Chillrave 001,2017.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S1E19BB3E1B97,Passing By,Iorie Passing By,,RF745581E0A8D,Passing By,2017.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SE2626C14BB4C,Our Mutual Friend,"Iorie, Coss",,R24D91FCEF96C,Leveldva Chillrave 001,2017.0,Dance,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S6D61B84F69B0,Our Mutual Friend,"Iorie, Coss, Xique-Xique",,R8F3D7F4EE688,Leveldva Chillrave 001 (Playlist: Liked videos),2020.0,Liked videos,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SCDF676A4BEDC,Passing By,"Iorie, Karlinski",,R396AA609D4E7,Passing By,2017.0,Electronic,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S01F2C1997A3E,Passing By,"Iorie, Karlinski, Lima Lew",,RCFADBA242F33,Passing By (Playlist: lounge),2020.0,Liked videos,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S9CC8F5DCB6A0,Flashdance,Irene Cara,,R69D29D252728,Easy '80s,1983.0,Pop,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S0AC9F5B8F743,Time After Time,Iron,,RC689ECD01CF0,Time After Time - Single,2016.0,Indie Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S3C613F64A771,Naked as We Came,Iron & Wine,,R6C12ABE626D2,Our Endless Numbered Days (Deluxe Edition),2004.0,Singer/Songwriter,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S217D6E09A09B,Time After Time,Iron & Wine,,R89BBB9809FAA,Time After Time,2016.0,Indie Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SAEA26A29B625,Time After Time,Iron & Wine & Time After Time,,R710CF8AFE4E3,2:51,2016.0,Indie Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
SBDB86260F65B,Dark Eyes,Iron & Wine and Calexico,,R038FF1934A5E,I'm Not There: Original Soundtrack,2007.0,Rock,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S550658D0493A,Boy With A Coin,Iron And Wine,,R6CC6081693AF,Boy With A Coin Radio Single,2007.0,Pandora Chill,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S85E737FF41BD,Such Great Heights (Performed By Iron And Wine),Iron and Wine,,R16CF1A45E169,Such Great Heights (Cover Nominees),2025.0,Cover,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
S085FAD42E5A6,Enter Sandman,Iron Horse,,REA1E5C9EF679,Fade to Bluegrass: The Bluegrass Tribute to Metallica,2003.0,bluegrass,,,,Generated from Main_Song_Database.csv; verify Work ID before grouping covers or alternate artists.
