Status,Active CSV Line,Title,Artist,Album,Spotify ID,Spotify Track ID
safe_to_copy_spotify_id_to_spotify_track_id,1431,Bed of Roses (acoustic),Bon Jovi,Keep the Faith,51ANMIcIMPE6sAGzA20NG7,
safe_to_copy_spotify_id_to_spotify_track_id,1432,Blaze of Glory,Bon Jovi,Keep the Faith,0XwjdpwvEwukcg3XU4Ibzt,
safe_to_copy_spotify_id_to_spotify_track_id,1433,Edge of a Broken Heart,Bon Jovi,"100,000,000 Bon Jovi Fans Can't Be Wrong",1fWtQ7ZJWJFIlut4DtbDot,
safe_to_copy_spotify_id_to_spotify_track_id,1434,Livin' On A Prayer,Bon Jovi,More Music That Changed Our Lives,37ZJ0p5Jm13JPevGcx4SkF,
safe_to_copy_spotify_id_to_spotify_track_id,1435,The Boys Are Back in Town,Bon Jovi,Stairway to Heaven / Highway to Hell,1a9n9JqL1mpS4f73KsckbX,
already_same,1436,Joy to the World,Boney M.,Classic Christmas Music,1dwqzX3ASpzjqExV6N9RPY,1dwqzX3ASpzjqExV6N9RPY
safe_to_copy_spotify_id_to_spotify_track_id,1437,Bad Guy,Bongo Cat,Bad Guy,6VXoPgUlJJh2cLWeyE4g7h,
safe_to_copy_spotify_id_to_spotify_track_id,1439,Save Your Tears,Bongo Cat,Save Your Tears,2kgyC6Z7QPjSL436X6S8d8,
safe_to_copy_spotify_id_to_spotify_track_id,1440,Guilty,Bonham,The Disregard of Timekeeping,45lyFQ4K5UlDdrJjfrYf81,
safe_to_copy_spotify_id_to_spotify_track_id,1441,Angel from Montgomery,Bonnie Raitt,Streetlights (Remastered),6JssQFiBCi6ZcE6060S9A7,
already_same,1442,1009,Bonobo,Black Sands,3VHybOuCYoDcDfvg0b6qc1,3VHybOuCYoDcDfvg0b6qc1
already_same,1443,All In Forms,Bonobo,Black Sands,4SxoponB2oxqjuOSNYhTjb,4SxoponB2oxqjuOSNYhTjb
already_same,1444,Black Sands,Bonobo,Black Sands,6uoM7KHsyJsHZqBQHKjQbc,6uoM7KHsyJsHZqBQHKjQbc
safe_to_copy_spotify_id_to_spotify_track_id,1445,Cirrus,Bonobo,The North Borders,2lJ4d8MCT6ZlDRHKJ1br14,
safe_to_copy_spotify_id_to_spotify_track_id,1446,Flutter,Bonobo,Dial M For Monkey,5K8WNrf5JvmBE6O0MbSRuJ,
already_same,1447,Gypsy,Bonobo,Animal Magic,5NKNS5gGJwP0JcPbuoiMmh,5NKNS5gGJwP0JcPbuoiMmh
already_same,1448,Ketto,Bonobo,Days To Come,4Gkd4msFAFTiDxFZcg9r8i,4Gkd4msFAFTiDxFZcg9r8i
already_same,1449,Kiara,Bonobo,Trip Hop Music: The Must Have Selection 01,7sqii6BhIDpJChYpU3WjwS,7sqii6BhIDpJChYpU3WjwS
already_same,1450,Kong,Bonobo,Late Night Sessions,7Cg3F9ZsZ2TYUnlza49NYh,7Cg3F9ZsZ2TYUnlza49NYh
safe_to_copy_spotify_id_to_spotify_track_id,1451,Linked,Bonobo,Linked,3rCtueI7qBN2kZBZnXuk5K,
already_same,1452,Noctuary,Bonobo,"The Blue Bar, Volume 2",1sVPnm3MQqQGaCUH1OO8NV,1sVPnm3MQqQGaCUH1OO8NV
safe_to_copy_spotify_id_to_spotify_track_id,1453,Noctuary Live,Bonobo,Live Sessions,2bd05Fmvf4fRlYhRFA2C5L,
already_same,1454,Nothing Owed,Bonobo,Bargrooves - Later - Music For Night People,6VhlABJh5uaZOpyyi5wute,6VhlABJh5uaZOpyyi5wute
safe_to_copy_spotify_id_to_spotify_track_id,1455,Recurring,Bonobo,Days To Come,0tXU2cpXxXysj6jg4vSUbv,
already_same,1457,Shadow Tricks,Bonobo,"Cosmic Vibrations, Vol. 5",2qtdxGY8BfhNBsLRS4V5GR,2qtdxGY8BfhNBsLRS4V5GR
already_same,1458,Silver,Bonobo,"V.I.P. Lounge, Volume 2: Paris",4wr4A11R34aTlyxq7jbMxS,4wr4A11R34aTlyxq7jbMxS
already_same,1459,Sleepy Seven,Bonobo,Silver / Sleepy Seven,4bzYxwpW6oSf9wiIC79Or4,4bzYxwpW6oSf9wiIC79Or4
already_same,1460,Something for Windy,Bonobo,Dial 'M' for Monkey,48ppHBSOoD5Iz1gV3pjfOC,48ppHBSOoD5Iz1gV3pjfOC
already_same,1462,Sugar Rhyme,Bonobo,Animal Magic,0Yfpg8NyWiK5gYGVL81TbK,0Yfpg8NyWiK5gYGVL81TbK
already_same,1463,Terrapin,Bonobo,Terrapin - Single,44syVsiS6uTaLRDbr1QIfr,44syVsiS6uTaLRDbr1QIfr
safe_to_copy_spotify_id_to_spotify_track_id,1464,The Fever,Bonobo,Days to Come,2sV6e0dKolT5CBG38u2feB,
already_same,1466,The Plug,Bonobo,Bonobo: One Offs... Remixes & B Sides,6in0osJXjAOap11DOY2YAG,6in0osJXjAOap11DOY2YAG
safe_to_copy_spotify_id_to_spotify_track_id,1467,Eyesdown,"Bonobo, Andreya Triana",Black Sands,0XiHcuUEf1wmvmX1cOaVR9,
safe_to_copy_spotify_id_to_spotify_track_id,1468,Stay The Same,"Bonobo, Andreya Triana",Black Sands,6vcd0sKmiioXQKbcZPr7gq,
safe_to_copy_spotify_id_to_spotify_track_id,1469,The Keeper,"Bonobo, Andreya Triana",Black Sands,5hmf3hRQMaDIWuZT1zX3ue,
safe_to_copy_spotify_id_to_spotify_track_id,1470,Days To Come,"Bonobo, Bajka",Days To Come,1mRTSIs40qa2L7omBzQd1u,
safe_to_copy_spotify_id_to_spotify_track_id,1471,Walk In The Sky,"Bonobo, Bajka",Days To Come,3fsQsL36PH1G8mn68lsFRK,
safe_to_copy_spotify_id_to_spotify_track_id,1472,If You Stayed Over,"Bonobo, Fink",Days To Come,1yGTwR9AcrzQ67JGnwO3jZ,
safe_to_copy_spotify_id_to_spotify_track_id,1473,Sun Will Rise,"Bonobo, Speech Debelle","Ninja Tune XX, Vol. 2 (Bonus Version)",1ijzUpyJbwaNXNpNXKIVbm,
safe_to_copy_spotify_id_to_spotify_track_id,1474,Tubular Bells,Book Of Love,Lullaby,5guDQ3Qk30XoNeEMrcmFGy,
already_same,1475,Midnight on the Run,BoomBox,Visions of Backbeat,7CtMbwBUZ35MCZAutNG47B,7CtMbwBUZ35MCZAutNG47B
already_same,1476,Camioux,Boozoo Bajou,"N.Y. Lounge: One Night on Broadway, Volume 2",3rDFJn3GHWtYUn8mqubf5f,3rDFJn3GHWtYUn8mqubf5f
already_same,1477,Down & Out,Boozoo Bajou,Barcelona Satélite Lounge,7xk7mSg0tJzGRRqcgM5wLT,7xk7mSg0tJzGRRqcgM5wLT
safe_to_copy_spotify_id_to_spotify_track_id,1478,Every Hour,Boozoo Bajou,"Lounge Couture, Volume 2",0GL1JzBafOkCbYK1uL3n7s,
already_same,1480,Night over Manaus,Boozoo Bajou,Satta,23jbfWs739EBZEl4xWYiVl,23jbfWs739EBZEl4xWYiVl
already_same,1482,Satta,Boozoo Bajou,Satta,13TeDDaA5vp63kuEGaR1ip,13TeDDaA5vp63kuEGaR1ip
safe_to_copy_spotify_id_to_spotify_track_id,1483,Under My Sensi,Boozoo Bajou,Satta,2hdvPFZXgSeUPh6ekPmAii,
safe_to_copy_spotify_id_to_spotify_track_id,1484,Under My Sensi (Thievery Corporation Mix),Boozoo Bajou,Under My Sensi,77CU2FdWSLZLlI2lMwGPqp,
already_same,1486,YMA,Boozoo Bajou,Space Night Vol. VIII,2ahdXok2BdTmOB4mfNCRGw,2ahdXok2BdTmOB4mfNCRGw
safe_to_copy_spotify_id_to_spotify_track_id,1487,Keep Going,"Boozoo Bajou, Tony Joe White",Dust My Broom,08fULhE2gQaAPPdmHZ3BIY,
safe_to_copy_spotify_id_to_spotify_track_id,1488,Cry Me A River,Borgore,"Borgore Ruined Dubstep, Part 1",58VozdGXathyOuxQzSNbO7,
already_same,1489,Euphoria,Boris Brejcha,Mein Wahres Ich,47cay1UEJWFcX5na5yQFNH,47cay1UEJWFcX5na5yQFNH
safe_to_copy_spotify_id_to_spotify_track_id,1491,True,BossArt Ensemble,Brazilian Jazz Cuts The Molsbees,1VR3cduA2m9T5JvlZo2wN4,
safe_to_copy_spotify_id_to_spotify_track_id,1492,When the World is Running Down,"BossArt Ensemble, Os Alquimistas & Natascha When the World is Running Down",When the World is Running Down,5aC4ToGzIkqORbtMjH08Va,
safe_to_copy_spotify_id_to_spotify_track_id,1493,When the World is Running Down,"BossArt Ensemble, Os Alquimistas, Natascha",When the World is Running Down,5aC4ToGzIkqORbtMjH08Va,
already_same,1496,Wicked Game,Bossasonic,Club Life,3xf0jLWkRrnCtNDReHxYSh,3xf0jLWkRrnCtNDReHxYSh
safe_to_copy_spotify_id_to_spotify_track_id,1497,Don't Look Back,Boston,Gracie,4QySZtWymRGNgrwxZOODKF,
safe_to_copy_spotify_id_to_spotify_track_id,1498,Foreplay / Long Time,Boston,Boston,39C5FuZ8C8M0QI8CrMsPkR,
safe_to_copy_spotify_id_to_spotify_track_id,1499,More Than a Feeling,Boston,Boston,1QEEqeFIZktqIpPI4jSVSF,
already_same,1500,Peace of Mind,Boston,Boston,1GqlvSEtMx5xbGptxOTTyk,1GqlvSEtMx5xbGptxOTTyk
already_same,1501,Smokin,Boston,Boston,5u5qlnyVaewWugJIjzilIc,5u5qlnyVaewWugJIjzilIc
already_same,1502,Als Jij Niet Van Mij Houdt (2 Meter Session),Boudewijn de Groot,Jan Douwe Kroeske presents: The Best of 10 Years 2 Meter Sessions,2foG3QXaFQfmXUX5p5n6cv,2foG3QXaFQfmXUX5p5n6cv
safe_to_copy_spotify_id_to_spotify_track_id,1503,I Want Candy,"Bow Wow Wow Love, Peace & Harmony The Best Of Bow Wow Wow","Love, Peace & Harmony The Best Of Bow Wow Wow",60UZlV9G08xkjcmwsiVteK,
safe_to_copy_spotify_id_to_spotify_track_id,1504,Playground Love,BOY,Mutual Friends (Acoustic) (Cover Nominees),3RYLNlciFoDJEpwyJAfntv,
safe_to_copy_spotify_id_to_spotify_track_id,1505,The Crying Game,Boy George,Frequency 99: The Greatest Hits of 90's,3txSqHwGING6J7waJXN8RJ,
safe_to_copy_spotify_id_to_spotify_track_id,1506,Fate,Boy Harsher,Fate,0TeybZKbODYrRTYMTNkTHb,
already_same,1507,Motion,Boy Harsher,Country Girl Uncut,3Bd2WMsjL9XbMQeuzBSN1t,3Bd2WMsjL9XbMQeuzBSN1t
already_same,1508,Pain,Boy Harsher,Lesser Man EP,2tpfPi4qSamU9EX5Q8FnNi,2tpfPi4qSamU9EX5Q8FnNi
already_same,1509,Sand,Boy Is Fiction,Broadcasts in Colour,6zTBzCOQv7WipLGKKid4hF,6zTBzCOQv7WipLGKKid4hF
safe_to_copy_spotify_id_to_spotify_track_id,1510,Breathe,Boyce Avenue,"Acoustic Sessions, Volume 4",76UFBpfQb6we2G29oqKXm8,
safe_to_copy_spotify_id_to_spotify_track_id,1511,Chasing Cars,Boyce Avenue,"Acoustic Sessions, Volume 4",3JKLrIrHpbHtDU1oeYtbYD,
safe_to_copy_spotify_id_to_spotify_track_id,1512,Disturbia,Boyce Avenue,Best of Acoustic Sessions,3nRRqrPJ6K9Nsa2dQsiAz3,
safe_to_copy_spotify_id_to_spotify_track_id,1513,Don't Stop Believin,Boyce Avenue,"Cover Sessions, Vol. 01",6kgqJcaGSm7fOObNTpgOOX,
safe_to_copy_spotify_id_to_spotify_track_id,1514,Drive,Boyce Avenue,"Cover Sessions, Vol. 3",6vcZ52pQeAJMLrcLyc0X4O,
safe_to_copy_spotify_id_to_spotify_track_id,1515,Glycerine,Boyce Avenue,"Cover Sessions, Vol. 3",5yJoFIwgtVUjb94mvTbRkV,
safe_to_copy_spotify_id_to_spotify_track_id,1516,Say Something,Boyce Avenue,"Cover Collaborations, Volume 3",2XM2NFqIQn5ZGANzbPQZzr,
safe_to_copy_spotify_id_to_spotify_track_id,1517,Superman,Boyce Avenue,"Cover Sessions, Vol. 2",6AyGrpqr2TeGCTXj1nuzbv,
safe_to_copy_spotify_id_to_spotify_track_id,1518,The Freshmen,Boyce Avenue,"Acoustic Sessions, Volume 4",4SO8Aj9OR2TlVNjnfDdaDG,
safe_to_copy_spotify_id_to_spotify_track_id,1519,The Scientist,Boyce Avenue,"Cover Sessions, Vol. 3 (Cover Nominees)",2LbHYfTYW6TipHInIjqdaQ,
safe_to_copy_spotify_id_to_spotify_track_id,1520,Torn,Boyce Avenue,"Cover Sessions, Vol. 5",2PN4neVrSo8n6ktRU7MC99,
safe_to_copy_spotify_id_to_spotify_track_id,1521,Wrecking Ball,Boyce Avenue,"Cover Sessions, Vol. 3",6d2QbgxkplJRajiaDXJArn,
safe_to_copy_spotify_id_to_spotify_track_id,1522,Don't Stop Believin,"Boyce Avenue & Cover Sessions, Vol. 01",4:17,6kgqJcaGSm7fOObNTpgOOX,
already_same,1524,I Wanna Be a Cowboy,Boys Don't Cry,Boys Don't Cry,38mEFmht9K7UcpHvS9vtJG,38mEFmht9K7UcpHvS9vtJG
safe_to_copy_spotify_id_to_spotify_track_id,1525,I Wanna Be A Cowboy (Saddle Mix),Boys Don't Cry Boys Don't Cry,Boys Don't Cry,23NpPydn7H9jxztGE0giwE,
safe_to_copy_spotify_id_to_spotify_track_id,1527,4 Seasons Of Loneliness,Boyz II Men,ICON (Walmart CWD),027tq4cWr0kRxLTfdxvM1L,
safe_to_copy_spotify_id_to_spotify_track_id,1528,A Song For Mama,Boyz II Men,ICON (Walmart CWD),6FuJokk9FHx0E00SZ8ib8X,
safe_to_copy_spotify_id_to_spotify_track_id,1529,End Of The Road,Boyz II Men,ICON (Walmart CWD),3l3xTXsUXeWlkPqzMs7mPD,
safe_to_copy_spotify_id_to_spotify_track_id,1530,I'll Make Love To You,Boyz II Men,ICON (Walmart CWD),61sQYdFNS6sEBYCyr1q5gn,
safe_to_copy_spotify_id_to_spotify_track_id,1531,In The Still Of The Nite (I'll Remember),Boyz II Men,ICON (Walmart CWD),2tbSiDmrerPi24rEIBwtkh,
safe_to_copy_spotify_id_to_spotify_track_id,1532,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,ICON (Walmart CWD),264JdkdtNRAGL4M4PnDYHC,
safe_to_copy_spotify_id_to_spotify_track_id,1533,Motownphilly,Boyz II Men,ICON (Walmart CWD),4LxIGAVfcQIw0zAQRyFhU8,
safe_to_copy_spotify_id_to_spotify_track_id,1534,On Bended Knee,Boyz II Men,ICON (Walmart CWD),7MYmo0JJJDmu4MZTSAF9y3,
safe_to_copy_spotify_id_to_spotify_track_id,1535,Uhh Ahh,Boyz II Men,ICON (Walmart CWD),0MrD47wtvAu6igsy8vqUzN,
safe_to_copy_spotify_id_to_spotify_track_id,1536,Water Runs Dry,Boyz II Men,ICON (Walmart CWD),7yhmvQh1JOzbNiNFQo4Tfc,
safe_to_copy_spotify_id_to_spotify_track_id,1537,Lido Shuffle (2023 Remaster),Boz Scaggs,Silk Degrees (2023 Remaster),7pG7odMa9PQ7ME0ZfnyR8d,
safe_to_copy_spotify_id_to_spotify_track_id,1538,Lowdown (2023 Remaster),Boz Scaggs,Silk Degrees (2023 Remaster),5QhikAUv91oMAaFnfKz22u,
already_same,1539,Drinking in L.A.,Bran Van 3000,Soundtrack to the Summer,4WEaJQLlhlkOU7YJDLhn7x,4WEaJQLlhlkOU7YJDLhn7x
safe_to_copy_spotify_id_to_spotify_track_id,1540,Somebody to Love,Branches,Covers (Cover Nominees),2oxMa9gOociOuL8Dl3ba90,
safe_to_copy_spotify_id_to_spotify_track_id,1541,Somebody to Love,Branches & Covers,3:43,2oxMa9gOociOuL8Dl3ba90,
safe_to_copy_spotify_id_to_spotify_track_id,1543,Cannonball,Brandi Carlile,The Story,0oUiLHEXHX0bbESKHVZ7xo,
safe_to_copy_spotify_id_to_spotify_track_id,1544,Downpour,Brandi Carlile,The Story,6e5RUBdQ4M2L1D5ULaUFqX,
safe_to_copy_spotify_id_to_spotify_track_id,1545,Dreams,Brandi Carlile,Lilith 2010,7tII9WD0GztY8w5VDfWbSz,
safe_to_copy_spotify_id_to_spotify_track_id,1546,Dying Day,Brandi Carlile,Give Up the Ghost,1c6Gl2V1HGYPprBmKJdiFj,
safe_to_copy_spotify_id_to_spotify_track_id,1547,Don't Stop,Brazilian Girls,Brazilian Girls,4JW3LBmhiIySFP6EunSgsR,
safe_to_copy_spotify_id_to_spotify_track_id,1548,Good Time,Brazilian Girls,New York City,5t229BWdDP8HgCgMryKDAb,
already_same,1549,Homme,Brazilian Girls,Brazilian Girls,3yD1shRTOXi7V4evCDxkHx,3yD1shRTOXi7V4evCDxkHx
safe_to_copy_spotify_id_to_spotify_track_id,1550,Lazy Lover,Brazilian Girls,Brazilian Girls,2Rkl87U5VU2LNTT9gAbA2Z,
already_same,1551,Losing Myself,Brazilian Girls,New York City,1Bx96vXDgu7s1BVVNeFLHz,1Bx96vXDgu7s1BVVNeFLHz
already_same,1552,Me Gustas Cuando Callas,Brazilian Girls,Brazilian Girls,7uXGcyyVIFd5uwAJuESHuV,7uXGcyyVIFd5uwAJuESHuV
safe_to_copy_spotify_id_to_spotify_track_id,1553,Pussy,Brazilian Girls,Brazilian Girls,0nghE8iUqF4SkTaMqQNxiG,
already_same,1554,Ricardo,Brazilian Girls,New York City,6clMnxeK9wrAaCL6oo6IMB,6clMnxeK9wrAaCL6oo6IMB
safe_to_copy_spotify_id_to_spotify_track_id,1555,Baby I'm-A Want You,Bread,More Ultimate Power of Love,7IX2e7pEShera9T1QIMvi7,
already_same,1556,Blow Me Away,Breaking Benjamin,"Halo 2, Vol. 1 (Original Soundtrack)",0H9GCscgdkzigJGtOAJi4A,0H9GCscgdkzigJGtOAJi4A
safe_to_copy_spotify_id_to_spotify_track_id,1557,Enjoy the Silence,Breaking Benjamin,"Benjamin Broken, Volume 1",4uHTK7MFDWI39tEnJx8cnh,
safe_to_copy_spotify_id_to_spotify_track_id,1558,Firefly,Breaking Benjamin,We Are Not Alone,7pDHM9huHHpRc9CrxZElsW,
safe_to_copy_spotify_id_to_spotify_track_id,1559,The Diary of Jane,Breaking Benjamin,Phobia,5m9uiFH9sK5wxRZdfN62n9,
safe_to_copy_spotify_id_to_spotify_track_id,1561,The Diary of Jane (Single Version),Breaking Benjamin,Phobia,0faXHILILebCGnJBPU6KJJ,
already_same,1562,Hands to Heaven,Breathe,All That Jazz,0LBtQiEVfP4ysLQ43Do8uN,0LBtQiEVfP4ysLQ43Do8uN
safe_to_copy_spotify_id_to_spotify_track_id,1563,Be My Lover,Brenda Boykin,"Aural Affairs, Volume 1",7ArLDkDRXOHPiyge1RtwmS,
safe_to_copy_spotify_id_to_spotify_track_id,1564,Don't Ya,Brett Eldredge,Bring You Back,3Qe097eJNp9MfpT2PieEw0,
already_same,1565,Angels,Brian Witzig,The Iron Horse,2TlGnMncLSQTIqajn3FYM9,2TlGnMncLSQTIqajn3FYM9
safe_to_copy_spotify_id_to_spotify_track_id,1566,First Day of My Life,Bright Eyes,"I'm Wide Awake, It's Morning",0eBryM7ePQH3Klt3jz8xZd,
already_same,1567,Ma Benz,Brigitte,"Best Of Lounge Paris, Vol. 2",1Ywovy2m6iYvXHZkmC7E4l,1Ywovy2m6iYvXHZkmC7E4l
safe_to_copy_spotify_id_to_spotify_track_id,1568,Baby One More Time,Britney Spears,"Hop bęc, Vol. 7",3MjUtNVVq3C8Fn0MP3zhXa,
safe_to_copy_spotify_id_to_spotify_track_id,1569,Oops!... I Did It Again,Britney Spears,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,
safe_to_copy_spotify_id_to_spotify_track_id,1570,Dream On,Britny Fox,Boys in Heat,1INqJfPdDEXx1LkO1tBgIC,
safe_to_copy_spotify_id_to_spotify_track_id,1571,Good Luck,Broken Bells,Good Luck,6OAXoeQMzPzFE25tukazXY,
already_same,1572,The Ghost Inside,Broken Bells,Broken Bells,32fmQsWSAaDas2MJRyMSGG,32fmQsWSAaDas2MJRyMSGG
already_same,1573,The High Road,Broken Bells,Broken Bells,5cwN1htZyoWqZCc33f3RfE,5cwN1htZyoWqZCc33f3RfE
safe_to_copy_spotify_id_to_spotify_track_id,1574,The High Road,"Broken Bells, Danger Mouse & James Mercer Broken Bells",Broken Bells,5cwN1htZyoWqZCc33f3RfE,
safe_to_copy_spotify_id_to_spotify_track_id,1575,The High Road,"Broken Bells, Danger Mouse, James Mercer","Broken Bells (Playlist: July 25, 2019 Random Upbeat)",5cwN1htZyoWqZCc33f3RfE,
safe_to_copy_spotify_id_to_spotify_track_id,1576,Bridges,BROODS,Evergreen,1285n66OGGUB3Bnh6c18nS,
already_same,1577,Adozenaday,Brothomstates,Traffic II,2b0v0rXPjaqzJWbdhVjdc8,2b0v0rXPjaqzJWbdhVjdc8
safe_to_copy_spotify_id_to_spotify_track_id,1578,If I Had A Rocket Launcher,Bruce Cockburn,"The Best Of The Columbia Records Radio Hour, Volume 2",01Q1QVzXToNlHRrytdtpR3,
safe_to_copy_spotify_id_to_spotify_track_id,1579,If I Had a Rocket Launcher (2 Meter Session),Bruce Cockburn,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 1",4w5vfr0insVEl5PVxbz2ZQ,
safe_to_copy_spotify_id_to_spotify_track_id,1580,Pacing the Cage (2 Meter Session),Bruce Cockburn,"Jan Douwe Kroeske presents: 2 Meter Sessions, Vol. 7",3Icjgh4iBqHcmsYNAJbeYr,
safe_to_copy_spotify_id_to_spotify_track_id,1581,All the Young Dudes,Bruce Dickinson,Tattooed Millionaire,2LGcorvZNs37Vzbto5aaoa,
safe_to_copy_spotify_id_to_spotify_track_id,1582,The Way It Is,Bruce Hornsby & The Range,80s 100 Hits,6V50MyHPGhEmwYu0Wdyf0t,
safe_to_copy_spotify_id_to_spotify_track_id,1583,Born in the U.S.A.,Bruce Springsteen,Born in the U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,
safe_to_copy_spotify_id_to_spotify_track_id,1584,Born to Run,Bruce Springsteen,Greatest Hits,6hTcuIQa0sxrrByu9wTD7s,
safe_to_copy_spotify_id_to_spotify_track_id,1585,Cover Me,Bruce Springsteen,Born in the U.S.A.,4U7NhC2rQTAhH7dw7H0goB,
safe_to_copy_spotify_id_to_spotify_track_id,1586,One,Bruno From Ibiza,Hôtel Costes 9,5mnougtDahZVJspItAbog9,
safe_to_copy_spotify_id_to_spotify_track_id,1587,Cuts Like a Knife,Bryan Adams,Unplugged,5oZ2YnJxTXl7CdJJKehPHR,
already_same,1588,Everything I Do (I Do It for You),Bryan Adams,Waking Up the Neighbours,6eBK3edMW7bEzecF1eCezc,6eBK3edMW7bEzecF1eCezc
already_same,1589,Run to You,Bryan Adams,Reckless,2RWFncSWZEhSRRifqiDNVV,2RWFncSWZEhSRRifqiDNVV
already_same,1590,Somebody,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),3KTxIOIZIE7UM6vwCX4Ofv,3KTxIOIZIE7UM6vwCX4Ofv
already_same,1591,Summer of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),0GONea6G2XdnHWjNZd6zt3,0GONea6G2XdnHWjNZd6zt3
safe_to_copy_spotify_id_to_spotify_track_id,1592,Don't Stop The Dance,Bryan Ferry,Boys And Girls,2bTe1fvWK8mfjSP6NqXDzU,
safe_to_copy_spotify_id_to_spotify_track_id,1593,Slave To Love,Bryan Ferry,Boys And Girls,1c9dnQbOzw01ID7X2IsYOE,
safe_to_copy_spotify_id_to_spotify_track_id,1596,Wicked Game,"Bthelick, 9Ts, Seren, Chillion",Wicked Game (Cover Nominees),5jy1cdnKDZjhHwIbDoWggr,
already_same,1597,Lit Up,Buckcherry,Buckcherry,1OBMSzh2ocRqK2gUFaMBSM,1OBMSzh2ocRqK2gUFaMBSM
safe_to_copy_spotify_id_to_spotify_track_id,1598,Sweet Disposition,"Budjerah, Ngaiire & Gretta Ray",Sweet Disposition - Single,1OtovvymQ918aKI7Y655Wv,
safe_to_copy_spotify_id_to_spotify_track_id,1600,Chan Chan,Buena Vista Social Club,Buena Vista Social Club,3bxZhauuIU4ubctdRZwPYW,
safe_to_copy_spotify_id_to_spotify_track_id,1601,For What It's Worth,Buffalo Springfield,Atlantic Records: The Time Capsule,1qRA5BS78u3gME0loMl9AA,
safe_to_copy_spotify_id_to_spotify_track_id,1602,Archangel,Burial,Untrue,55gnBQAhU5rGzLsXTAx2MM,
already_same,1603,Viaje Feliz,Buscemi,Camino Real,2w59uYXRwir9A7jLKcEZ8N,2w59uYXRwir9A7jLKcEZ8N
safe_to_copy_spotify_id_to_spotify_track_id,1605,Comedown,Bush,Sixteen Stone,7KgVUnGCMEXBwY2EeqGlaI,
safe_to_copy_spotify_id_to_spotify_track_id,1606,Comedown (acoustic),Bush,Sixteen Stone,4tfAurKGZxi9n7iUDmfDJC,
safe_to_copy_spotify_id_to_spotify_track_id,1607,Comedown (Lunatic Calm mix),Bush,Deconstructed,0Wji6OJpoTp6fSs8GWjWv4,
safe_to_copy_spotify_id_to_spotify_track_id,1608,Everything Zen,Bush,Sixteen Stone,5l2DXYLyBVZWhdpgqa3a9k,
safe_to_copy_spotify_id_to_spotify_track_id,1609,Everything Zen (Derek DeLarge mix),Bush,Deconstructed,3bGs6zxWMblo7d5nj5SDZn,
safe_to_copy_spotify_id_to_spotify_track_id,1610,Everything Zen (The Lhasa Fever mix),Bush,The Best of '94-'99,2nITdsfy9Us27R0HXWOc6f,
safe_to_copy_spotify_id_to_spotify_track_id,1611,Glycerine,Bush,Sixteen Stone,5buITai6eMzU8rJonMEI6e,
already_same,1612,Little Things,Bush,Sixteen Stone (Remastered),0u3fpnD1ua1T0M0rclUJHj,0u3fpnD1ua1T0M0rclUJHj
already_same,1613,Machinehead,Bush,Sixteen Stone (Remastered),1wrhhPzd2ncJPNgUcGgBGg,1wrhhPzd2ncJPNgUcGgBGg
safe_to_copy_spotify_id_to_spotify_track_id,1614,The Chemicals Between Us,Bush,The Science of Things,2zS8FkQaSNHAIpqePh95JB,
safe_to_copy_spotify_id_to_spotify_track_id,1615,Closer,Busty and the Bass,Uncommon Good,5XyxPoAtdStmFRx0YUlgJi,
safe_to_copy_spotify_id_to_spotify_track_id,1617,Up Top,Busty and the Bass,Uncommon Good,1AgKm1bLfkByxpONHlaLLk,
safe_to_copy_spotify_id_to_spotify_track_id,1618,Out Of Love (Single Version),"Busty and The Bass, Macy Gray",Out Of Love (Remix),1ZFkQSeXagON3BF8L68evH,
safe_to_copy_spotify_id_to_spotify_track_id,1620,Life Is Short,Butterfly Boucher,Flutterby,2ZBALN9WmgJgzvcCI48lN5,
safe_to_copy_spotify_id_to_spotify_track_id,1621,Dracula From Houston,Butthole Surfers,Music From Scrubs,4KJKj7GZLzxq1bXRu0XP6l,
safe_to_copy_spotify_id_to_spotify_track_id,1622,Pepper,Butthole Surfers,Electriclarryland (Playlist: Liked videos),1ng36571Iyov4HBxUClySn,
safe_to_copy_spotify_id_to_spotify_track_id,1623,Electric Love,BØRNS,Dopamine,2GiJYvgVaD2HtM8GqD9EgQ,
safe_to_copy_spotify_id_to_spotify_track_id,1624,Gonna Make You Sweat,C+C Music Factory,100 Hits: Pop,7eheoW4hxrH51ww2QePVwF,
safe_to_copy_spotify_id_to_spotify_track_id,1626,Needle and the Damage Done,C.C. Grace,Cowgirl in the Sand: The Songs of Neil Young,5mEWDFtuN0ABErZwFY7GOp,
safe_to_copy_spotify_id_to_spotify_track_id,1627,Needle and the Damage Done,C.C. Grace & Cowgirl in the Sand: The Songs of Neil Young,2:34,5mEWDFtuN0ABErZwFY7GOp,
safe_to_copy_spotify_id_to_spotify_track_id,1629,Secrets from Our Souls,Cadillac Muzik,Secrets from Our Souls,1EUrXPUJnvvXc0Y4g5pG4v,
